recept,ingrediënten,url
Griekse panzanella salade,"['1  groot (oud) ciabatta brood', '1  bakje olijven', '5  tomaten', '150 gr feta', '2 eetlepel azijn', '5 eetlepels olijfolie', '1  komkommer', '2  geroosterde paprika’s', 'oregano (naar smaak)']",https://www.leukerecepten.nl/recepten/griekse-panzanella-salade/
Mihoensalade met tofu,"['125 gr mihoen noedels', '1  komkommer', '325 gr tofu', '2 eetlepels sojasaus', '2 eetlepels bloem of maizena', 'Handje pinda’s (ongezouten)', '150  peen julienne']",https://www.leukerecepten.nl/recepten/mihoensalade-met-tofu/
Mexicaanse couscous salade,"['175 gr couscous', '150 gr mais', '100 gr tomaatjes', '30 gr amandelen', '½ theelepel komijn', '½ theelepel paprikapoeder', 'Sap van ½ limoen', '1  avocado', '5 gr verse koriander', '1 eetlepel olijfolie', 'peper en zout', '2 eetlepels zure room']",https://www.leukerecepten.nl/recepten/mexicaanse-couscous-salade/
Risotto met mango en rode peper,"['170 gr risotto', '250 gr mango', '1  rode peper', '700 ml groentebouillon', 'Klontje boter', 'Scheutje kokosmelk', '1  uitje', 'Scheut droge witte wijn', '2  stukjes vis', 'Munt om te garneren']",https://www.leukerecepten.nl/recepten/risotto-mango-en-rode-peper/
Kip ketjap salade,"['1  zakje sla', '200 gr geschrapte worteltjes', '200 gr sperziebonen', '½   komkommer', '2  bosui', 'Handje cashewnoten ongezouten', '160 gr vegetarische kipstukjes', 'Olie of margarine om in te bakken', 'Optioneel: kroepoek']",https://www.leukerecepten.nl/recepten/kip-ketjap-salade/
Thaise quinoa salade,"['120 gr quinoa', '1  paprika', '50 gr peen julienne', '180 gr tofu roerbakreepjes', 'handje cashewnoten', '½   komkommer', 'verse koriander']",https://www.leukerecepten.nl/recepten/thaise-quinoa-salade/
Pasta pesto salade met kip,"['125 gr pasta', '3 eetlepels pesto', '200 gr tomaatjes', '50 gr rucola', '2 eetlepels pijnboompitten', '1  zakje mozzarella balletjes (of 1 grote bol)', ' 1  gerookte kipfilet a 160 gr ']",https://www.leukerecepten.nl/recepten/pasta-pesto-salade-kip/
Gevulde kip met ananas van de BBQ,"['2  kipfilets', '8 -10  plakken ontbijtspek', 'peper en zout', '2 eetlepels roomkaas', 'jalapeño peper (naar smaak)', '70 gr ananas']",https://www.leukerecepten.nl/recepten/gevulde-kip-ananas-bbq/
Vegetarische salade met parelcouscous,"['300 gr parelcouscous', '1 liter Groentenbouillon', '75 gr rucola', '400 gr groenteballetjes', '250 gr cherrytomaatjes', '1  courgette', '1  paprika', '125 gr feta', 'olijfolie']",https://www.leukerecepten.nl/recepten/vegetarische-salade-met-parelcouscous-en-groenteballetjes/
Caponata met vis,"['1  aubergine', '100 gr bleekselderij', '10  olijven', 'Handje pijnboompitten (geroosterd)', 'verse basilicum', 'scheutje olie', '2 teentjes knoflook', '200 ml tomatenblokjes', '2 eetlepels rode wijnazijn', '1 theelepel suiker', '2  stukjes kabeljauw']",https://www.leukerecepten.nl/recepten/caponata-met-vis/
Verse springrolls met kip,"['12  rijstvellen', '300 gr kipfilet', '100 gr haricots verts', '1 kropje little gem sla', '1  mango', 'handje cashewnoten', '50 gr wortel (peen julienne)', '2 eetlepels ketjap', 'snuf paprikapoeder', 'peper en zout']",https://www.leukerecepten.nl/recepten/verse-springrolls-kip/
Pitabroodjes met avocado en kip,"['4  pitabroodjes', '2  kipfilets', '1  avocado', 'ijsbergsla', '1/4  komkommer', 'snuf paprikapoeder', 'snuf cayennepoeder', 'peper en zout']",https://www.leukerecepten.nl/recepten/pitabroodjes-avocado-en-kip/
Salade met falafel en mango,"['75 gr veldsla', '1  bakje falafel a 200 - 250 gr', '1  mango', '2  gegrilde paprika’s uit pot', '½  komkommer', '2 eetlepels amandelen (grof gehakt)']",https://www.leukerecepten.nl/recepten/salade-falafel-en-mango/
Börek met spinazie,"['1  ui', '400 gr feta', '10  vellen filodeeg', '600 gr spinazie', '1  ei', '2  tenen knoflook', '1 theelepel sesamzaadjes', 'Vloeibare boter', 'Handje walnoten']",https://www.leukerecepten.nl/recepten/borek-met-spinazie/
Bulgogi cheese steak sandwich,"['1  groot stokbrood', '8  plakjes cheddar kaas', '250 gr biefstuk (in reepjes)', '1  bosui', '1  rode ui', 'Sesamzaadjes om te garneren', '1/2  komkommer', '1  paprika']",https://www.leukerecepten.nl/recepten/bulgogi-cheese-steak-sandwich/
Vegetarische enchilladas,"['400 gr champignons', '400 gr zwarte bonen', '1  paprika', 'snuf paprikapoeder', 'Snuf komijn', 'Snufje cayenne', '1 blik  tomatenblokjes a 400ml', '1  uitje', '1  teen knoflook', '6  middelgrote wraps (volkoren)', 'Handje kaas', '1  avocado', '125 ml zure room', 'Peterselie of koriander om te garneren']",https://www.leukerecepten.nl/recepten/vegetarische-enchilladas/
Kip teriyaki salade,"['300 gr gemengde sla', '3  kipfilets', '100 gr groene aspergetips', '100 gr taugé', '1  mango', '1  rode ui', 'sesamzaadjes']",https://www.leukerecepten.nl/recepten/kip-teriyaki-salade/
Verse springrolls met garnalen,"['12  rijstvellen', '200 gr garnalen (gekookte)', '1  mango', '1  avocado', '½   komkommer', 'Handje taugé', 'Zwart en/of wit sesamzaad', 'limoensap']",https://www.leukerecepten.nl/recepten/verse-springrolls-garnalen/
Plaatpizza met groenten,"['1  x pizzamix of  (zelfgemaakt pizzadeeg)', '1  courgette', '1  gele paprika', '125 gr champignons', 'Handje geraspte mozzarella', '250 ml pizzasaus', 'Handje cherrytomaatjes', 'Verse basilicum voor de garnering']",https://www.leukerecepten.nl/recepten/plaatpizza-met-groenten/
Chimichurri salade met biefstuk,"['2 stukken biefstuk', '2  kleine kropjes romaine sla', '450 gr aardappelpartjes', '1  avocado', '250 gr cherrytomaatjes']",https://www.leukerecepten.nl/recepten/chimichurri-salade-biefstuk/
Enchilladas van courgette,"['2  courgettes', '300 gr kipfilet', '1 eetlepel taco of enchilada kruiden', '1  paprika', 'handje geraspte kaas', '1  ui', '2  tenen knoflook', '140 gr mais', '1  bosui', '125 ml zure room', '200 ml tomatensaus (passata)']",https://www.leukerecepten.nl/recepten/enchiladas-van-courgette/
Kip in Parmaham met courgette,"['150 gr pasta', '125 ml creme fraiche', '2 eetlepels pesto', '1  kleine courgette', '1  ui', '1  knoflook', '200 gr kip', '6  plakken parmaham', '2 eetlepels pijnboompitten', '125 gr tomaatjes', 'verse basilicum']",https://www.leukerecepten.nl/recepten/kip-in-parmaham-met-courgette/
Zoete aardappel met Italiaanse vulling,"['4 middelgrote zoete aardappels', '50 gr rucola', '2 eetlepels pesto', '4  plakjes parmaham', '10  cherrytomaatjes', '2 eetlepels parmezaan vlokken', '1 eetlepel pijnboompitten (geroosterd)']",https://www.leukerecepten.nl/recepten/zoete-aardappel-italiaanse-vulling/
Couscous met Marokkaanse balletjes,"['300 gr rundergehakt', '1 eetlepel ras el hanout (Green Gypsy)', '1  ei', '3 eetlepels paneermeel', '200 gr geroosterde groenten', '125 gr champignons', '1 eetlepel amandel (grof gehakt)', '150 gr couscous', '½   bouillonblokje', '100 ml yoghurt', 'scheutje olijfolie', 'Peterselie of munt om te garneren']",https://www.leukerecepten.nl/recepten/couscous-marokkaanse-gehaktballetjes/
Regenboog summerrolls met pindasaus,"['12  rijstvellen', '½  komkommer', '1  kropje little gem sla', '3 eetlepels gehakte pinda’s', '50 gr wortel (peen julienne)', '1  limoen', '1  mango', '6  radijsjes']",https://www.leukerecepten.nl/recepten/regenboog-summerrolls-pindasaus/
Aardappelroerbak met champignons,"['450 gr aardappelpartjes met kruiden', '1  courgette', '50 gr feta', '125 gr champignons (in plakjes)', '1  rode ui', 'Verse peterselie om te garneren']",https://www.leukerecepten.nl/recepten/aardappelroerbak-met-champignons/
Noedel bowl met zalm,"['2 stukken zalm (285 gr.)', '2  wortels', '100 gr noedels', '1  limoen', '75 gr taugé', '½   komkommer', 'Scheutje ketjap', '1 theelepel sesam', 'peper en zout', 'bosje koriander', '175 gr mango']",https://www.leukerecepten.nl/recepten/noedel-bowl-zalm/
Kip shoarma bowl,"['300 gr kipreepjes', '1 eetlepel shoarmakruiden', '½   komkommer', '1  avocado', '2  pitabroodjes', '1  kleine courgette', '125 gr cherrytomaatjes', 'Handje ijsbergsla']",https://www.leukerecepten.nl/recepten/kip-shoarma-bowl/
Mexicaanse zoete aardappel salade,"['16  cherrytomaatjes', ""½ komkommer of 2 mini's"", '1  avocado', '75 gr slamelange', '100 gr quinoa', 'Optioneel: 2 gegrilde maïskolven']",https://www.leukerecepten.nl/recepten/mexicaanse-zoete-aardappel-salade/
Gado gado burger,"['4  hamburger broodjes', '4  eieren', '100 gr taugé', '½   komkommer', 'Gebakken uitjes om te garneren', '100 gr peen julienne', '4  vegaburger’s']",https://www.leukerecepten.nl/recepten/gado-gado-burger/
Zalmrisotto met mangosalsa,"['300 gr risottorijst', '150 ml witte wijn', '1  ui', '1  rode paprika', '1  mango', '1  avocado', '1   lente ui', '4 handjes rucola', '1 liter water', '1  groentebouillonblokje', '4  zalmmoten', 'Scheutje  olijfolie', '1  limoen', '2 theelepels limoensap', '2 teentjes knoflook', 'peper en zout']",https://www.leukerecepten.nl/recepten/zalmrisotto-met-mangosalsa/
Gevulde aubergines met gehakt,"['3  aubergine’s', '300 gr gehakt', '1  ui', '1  knoflook', 'snuf kaneel', 'Snuf oregano', 'handje geraspte kaas', '400 ml tomatenblokjes', '15  olijven', 'Verse peterselie om te garneren']",https://www.leukerecepten.nl/recepten/gevulde-aubergines-gehakt/
Chinese tomatensoep met kip,"['750 g roma tomaten', '600 ml water', '1  blokje kippenbouillon', '1  klein blikje tomatenpuree', '1  teen knoflook', '1  ui', '1 eetlepel suiker (naar smaak)', '2 eetlepels ketjap', '2 eetlepels azijn', '½ theelepel sambal', '2 cm gember', '50 gr noedels', '250 gr kip', '2  bosuien', '100 gr taugé']",https://www.leukerecepten.nl/recepten/chinese-tomatensoep-kip/
Filodeeg taart met broccoli,"['5  vellen filodeeg (diepvries)', '400 gr broccoli', '3  eieren', '200 ml melk', '50 gr kaas', '1 theelepel italiaanse kruiden', 'peper en zout', '125 gr cherrytomaatjes', '150 gr ham reepjes', 'boter (om in te vetten)']",https://www.leukerecepten.nl/recepten/filodeeg-taart-broccoli/
Vegetarische groentelasagne,"['12  vellen lasagne', '2  mozzarella bollen', '2  kleine courgettes', '1 pot  gegrilde paprika á 295 gr', '250 gr champignons', '500 ml tomatensaus', '1  ui', '2 teentjes knoflook', '1  blikje tomatenpuree', '1 theelepel suiker', '1 theelepel italiaanse kruiden', 'peper en zout', 'handje geraspte kaas']",https://www.leukerecepten.nl/recepten/vegetarische-groentelasagne/
Quesadilla’s met gehakt,"['300 gr gehakt', '3  grote wraps', '3 eetlepels mais', '1  paprika', '½ theelepel paprikapoeder', '½ theelepel komijn', 'snuf chili', 'snuf peper en zout', 'Snuf oregano', 'handje geraspte kaas', 'jalapeno naar smaak', 'zure room']",https://www.leukerecepten.nl/recepten/quesadillas-met-gehakt/
Biefstuk roerbak met nectarine,"['230 gr biefstuk in reepjes', '2  verse nectarines (of perzik)', '1  grote puntpaprika', '125 gr meergranenrijst', '2 cm gember', '1  teen knoflook', '1 eetlepels limoen', '2 eetlepels sojasaus (kikkoman)', '1 eetlepel olijfolie', '1 eetlepel honing', 'Sesamzaadjes om te garneren']",https://www.leukerecepten.nl/recepten/biefstuk-roerbak-nectarine/
Salade met kiwi en kip,"['1  grote kipfilet', '1 theelepel cajunkruiden', ""2  kiwi's"", '75 - 100 gr sla', '50 gr geitenkaas', '2 eetlepels pecan nootjes', '4  radijsjes']",https://www.leukerecepten.nl/recepten/salade-kiwi-en-kip/
Koolrolletjes met geitenkaas,"['8  bladeren chinese kool', '200 gr geitenkaas', '50 gr walnoten', '250 gr champignons (in plakjes)', 'snufje tijm', 'peper en zout']",https://www.leukerecepten.nl/recepten/koolrolletjes-met-geitenkaas/
Mexicaanse plaattaart,"['6  plakjes deeg voor hartige taart (vriezer)', '250 gr kip', '2 eetlepels Mexicaanse kruiden', '1  paprika', '140 gr mais', '1  avocado', '75 gr geraspte kaas', '2  bosuien', '1  potje tacosaus']",https://www.leukerecepten.nl/recepten/mexicaanse-plaattaart/
Falafel burger met gegrilde paprika,"['400 gr kikkererwten', '1  ei', '50 gr bloem', '1 theelepel komijn', '1  sjalot', '1  teen knoflook', '1 theelepel citroensap', 'Snufje chili', 'Paar takjes verse peterselie', 'peper en zout', '3  broodjes', '2  gegrilde paprika’s uit pot', '1  mini komkommer of ⅓ grote komkommer', '50 gr feta', 'Handje rucola']",https://www.leukerecepten.nl/recepten/falafel-burger-met-gegrilde-paprika/
Ajam paniki met ananas,"['250 gr kip in stukjes', '150 gr rijst', '200 gr ananas', '400 gr boontjes', '1  stengel sereh (citroengras)', '100 ml kokosmelk', 'kroepoek']",https://www.leukerecepten.nl/recepten/ajam-paniki-ananas/
Caesar salade met pittige garnalen,"['1  krop romaine sla', '2  pistoletjes of mini ciabatta of oud brood', '2  eieren', '1  avocado', '2 eetlepels parmezaanse kaas', '125 gr cherrytomaatjes', '200 gr garnalen', 'Snuf cayenne']",https://www.leukerecepten.nl/recepten/caesar-salade-pittige-garnalen/
Risotto met witte asperges en zalm,"['300 gr risotto', '500 gr witte asperges (ongeschild)', '30 gr boter', '1 liter warme groentebouillon', '75 gr rucola', 'Scheutje droge witte wijn', '3  bosuien', '1  ui', '75 gr parmezaanse kaas', '200 gr gerookte zalm']",https://www.leukerecepten.nl/recepten/risotto-witte-asperges-en-zalm/
Pita pizza met chorizo en geitenkaas,"['5  pitabroodjes', '75 gr chorizo', 'stuk harde geitenkaas (of zachte)', '1 blikje tomatenpuree', 'handje cherrytomaatjes', '1/2  courgette']",https://www.leukerecepten.nl/recepten/pita-pizza-met-chorizo-en-geitenkaas/
Loempia’s uit de oven,"['18  loempiavellen (of filodeeg)', '75 gr mihoen', '400 gr Chinese wokgroenten', '1  rode peper', '2 eetlepels sojasaus', '2  tenen knoflook', '1  ei', 'Snuf kerriepoeder', '2 eetlepels zonnebloemolie', '1 eetlepel wokolie', '200 gr hamreepjes']",https://www.leukerecepten.nl/recepten/loempias-uit-de-oven/
Pompoen rijstsalade,"['400 gr pompoen', '250 gr rijst', '1  aubergine', 'Handje pompoenpitten', '150 gr feta', '1 eetlepel olijfolie']",https://www.leukerecepten.nl/recepten/pompoen-rijstsalade/
Spaghetti met pesto en gehaktballetjes,"['300 gr pasta', '125 ml creme fraiche', '2  kleine courgette’s of 1 grote', '250 gr cherrytomaatjes', '3 eetlepels pesto', '500 gr gehakt', '1  ei', '4 eetlepels paneermeel', 'Snuf oregano', 'snuf peper en zout', '2 eetlepels pijnboompitten (geroosterd)', '1  teen knoflook', 'olie of boter om te bakken', 'Verse basilicum om te garneren']",https://www.leukerecepten.nl/recepten/spaghetti-pesto-en-gehaktballetjes/
Romige rijstschotel met kip,"['400 gr kipfilet of kippendijen', '400 gr champignons', '3  bosuien', ""2  paprika's"", '200 gr rijst', '300 ml kippenbouillon (van tablet)', '1 theelepel mosterd', '2 eetlepels boter', '2 eetlepels bloem', '125 ml creme fraiche (light)', '40 gr geraspte kaas', '25 gr paneermeel', 'olie of boter om te bakken']",https://www.leukerecepten.nl/recepten/romige-rijstschotel-met-kip/
Sla wraps met vega balletjes en satésaus,"['1  klein kropje sla of mini romaine', '1 gr bakje vegaballetjes a 225', '100 gr taugé', '150 gr rijst', 'Verse koriander om te garneren', '1 eetlepels Pinda’s om te garneren']",https://www.leukerecepten.nl/recepten/sla-wraps-vega-balletjes-en-satesaus/
Couscous met gegrilde zalm en groenten,"['300 gr couscous', '4 stukken zalm', '1  courgette', '1  aubergine', '200 gr bimi', '4  tomaten', '2  citroenen', 'olijfolie', 'peper en zout', ' tzatzikisaus (kant en klaar of volgens dit recept )', 'peterselie']",https://www.leukerecepten.nl/recepten/quinoa-gegrilde-zalm-en-groenten/
Pita met linzenkoekjes en muntsaus,"['6  grote (spelt) pita’s', '800 gr linzen uit blik', 'Snuf cayennepeper', 'Snuf komijn', 'Snuf knoflookpoeder', '150 gr feta', '1  klein ei', '4 eetlepels paneermeel', '1  komkommer', '100 gr sla', '170 gr griekse of turkse yoghurt', '2 eetlepels citroensap', 'Paar  muntblaadjes']",https://www.leukerecepten.nl/recepten/pita-linzenkoekjes-en-muntsaus/
Ovenschotel met aardappel en falafel,"['450 gr aardappelschijfjes', '1  teen knoflook', '200 gr prei (fijngesneden)', '8  balletjes falafel (kant en klaar)', '1  (punt)paprika', '15 gr bloem', '250  melk', '15 gr boter', '125  creme fraiche', 'handje geraspte kaas']",https://www.leukerecepten.nl/recepten/ovenschotel-met-aardappel-en-falafel/
Hartige taart met groenterolletjes,"['1  rol super croissantdeeg (of bladerdeeg)', '1  courgette', '1  grote wortel', '250 gr ricotta', '3  eieren', 'Snuf Italiaanse kruiden', 'Boter of olie om te vetten', 'Bakpapier', 'bakvorm of quichevorm', 'steunvulling', 'Kaasschaaf of mandoline']",https://www.leukerecepten.nl/recepten/hartige-taart-groenterolletjes/
Portobello met couscous,"['6  portobello’s', '150 gr couscous', 'bosje peterselie', '40 gr amandel', '10  gedroogde tomaatjes op olie', '125 gr geitenkaas', '½   bouillonblokje', 'Handje sla', '1  aubergine', 'Scheut olie']",https://www.leukerecepten.nl/recepten/portobello-met-couscous/
Jachtschotel met stoofvlees,"['1000 gr sukadelappen', '400 ml runderbouillon (van blokje)', '2 eetlepels azijn', '1 theelepel suiker', '2 blaadjes laurier', '2  kruidnagels', '2 eetlepels bloem', 'Klont boter', '1  klein blikje tomatenpuree', '1  grote zure appel', '2  uien', '400 gr wortel', '250 gr champignons', 'snuf kaneel', '800 gr aardappelpuree']",https://www.leukerecepten.nl/recepten/jachtschotel-met-stoofvlees/
Zoete aardappel met taco vulling,"['1 kg zoete aardappels (4 middelgrote)', '1  avocado', '175 gr vegetarisch gehakt', '4 eetlepels mais', '1  kleine rode ui', '4 eetlepels geraspte kaas', '1 theelepel taco kruiden', '125 ml zure room als strepen', '10  cherry tomaatjes', 'scheutje olie', 'peper en zout', 'Optioneel: schijfjes jalapeño peper']",https://www.leukerecepten.nl/recepten/zoete-aardappel-taco-vulling/
Ravioli lasagne bolognese,"['250 gr ravioli (bv met paddestoelen of kaas vulling)', '300 gr gehakt', '390 ml tomatensaus met kruiden', 'Handje geraspte mozzarella', '1  courgette', '250 gr ricotta']",https://www.leukerecepten.nl/recepten/ravioli-lasagne-bolognese/
Kip fajita’s,"['8  mini wraps', '500 gr kip in reepjes', ""3  paprika's"", '1  jalapeño peper (naar smaak)', '2  rode uien', '2 eetlepels limoensap', 'Zure room voor erbij', 'Guacamole voor erbij']",https://www.leukerecepten.nl/recepten/kip-fajitas/
Vegetarische cannelloni,"['12  vellen verse lasagne vellen', '1  paprika', '1  courgette', '1  ei', '125 gr champignons', '250 gr ricotta', '100 gr geraspte mozzarella kaas', '1  blikje tomatenpuree', '400 ml tomatenblokjes', '1  ui', '2  tenen knoflook', '1 theelepel Italiaanse kruiden', 'peper en zout']",https://www.leukerecepten.nl/recepten/vegetarische-cannelloni/
